                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.74004,                0.46221,                0.85595,                0.87602,                0.83133,                0.89401,                0.72593,                0.70778,                 13.392,                0.83751,               0.001684,               0.001684,               0.001684
                     65,                 0.7303,                0.45205,                0.85306,                0.87558,                0.83161,                0.89398,                0.72621,                0.70757,                 13.384,                0.83752,               0.001552,               0.001552,               0.001552
                     66,                0.72392,                 0.4473,                0.85175,                0.87685,                0.83029,                0.89398,                0.72628,                0.70754,                 13.361,                0.83751,                0.00142,                0.00142,                0.00142
                     67,                 0.7225,                0.44489,                0.85161,                0.87457,                0.83246,                0.89415,                0.72646,                0.70741,                 13.345,                0.83748,               0.001288,               0.001288,               0.001288
                     68,                0.71814,                0.44169,                0.85112,                0.87375,                0.83364,                0.89427,                 0.7267,                 0.7073,                 13.321,                0.83741,               0.001156,               0.001156,               0.001156
                     69,                0.71708,                0.43956,                0.84985,                0.87258,                0.83516,                 0.8943,                0.72678,                0.70727,                 13.313,                0.83737,               0.001024,               0.001024,               0.001024
                     70,                0.71333,                0.43565,                0.85044,                0.87256,                0.83533,                0.89424,                0.72698,                0.70712,                 13.305,                 0.8373,               0.000892,               0.000892,               0.000892
                     71,                0.71186,                0.43471,                0.84937,                0.87433,                0.83429,                0.89433,                0.72704,                0.70711,                 13.297,                0.83728,                0.00076,                0.00076,                0.00076
                     72,                0.70844,                0.43136,                0.84838,                0.87611,                0.83304,                0.89441,                0.72721,                0.70701,                 13.297,                0.83722,               0.000628,               0.000628,               0.000628
                     73,                0.70669,                0.42907,                0.84734,                0.87515,                 0.8335,                0.89439,                0.72747,                0.70708,                 13.289,                0.83719,               0.000496,               0.000496,               0.000496
                     74,                0.70264,                0.42525,                 0.8464,                0.87538,                0.83379,                0.89443,                0.72751,                0.70708,                 13.289,                0.83716,               0.000364,               0.000364,               0.000364
